mint,year,cls,decon,creator_allocation_t0,top5_concentration_wend,creator_time_to_first_sell_s,authority_revoked_in_window,n_early_holders,insider_funded_early_holders,freezable,mintable,nontransf,thook,creator_prior_launches,creator_prior_hard_rugs,creator_prior_rug_rate,creator_days_since_prev_launch,creator_first_seen
2qfSePaCqvWkYnYUsYSm1VZYKtbzKYHh7gsnKcyrgspp,2021,hard_rug,hard_rug,-1.0,-1.0,428.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,0.375,2.723263888888889,0.0
7a4cXVvVT7kF6hS5q5LDqtzWfHfys4a9PoK6pf87RKwf,2021,hard_rug,hard_rug,0.540504273104417,0.842699245775348,-1.0,0.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
CsZ5LZkDS7h9TDKjrbL7VAwQZ9nsRu8vJLhRYfmGaN8K,2022,honest_candidate,honest_candidate,-1.0,-1.0,-44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,5.0,0.45454545454545453,10.739699074074075,0.0
3uNAevHamuZKKQdtdLzmHNvqD8r14tXUUXx5PN48UbYC,2022,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
7GNyprqrpvJHNwzWSj4KVkqw9cKyV5aR3ehM2HeE5pw,2022,honest_candidate,honest_candidate,0.9459459459459459,0.404149377593361,-1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
EexGvP9KuZohcyDbCaqo4PAdBaoffXg9ffae1AUCddLo,2022,honest_candidate,honest_candidate,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,10.538715277777778,0.0
4kVztsKSzMBPfFxM8iJoZvt2X7xZKah3pyjiYDNYFMf7,2022,honest_candidate,honest_candidate,1.0,1.0,606.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
8e2G3tCTvKAosq4BnYbDczboRVhy7xaXwbTSJeXEefJX,2022,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
6AmNhPanjUR5g1fLv4aGaZKXC44ghfAVH3Ly59XE93s6,2022,honest_candidate,slow_rug,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
hone3CJTYjczb5nJh45KCNMkjrKMt7SCnHkWGWsVfVu,2022,honest_candidate,honest_candidate,-1.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
fLoeAqCfMiS3Uaj6aXSCGhf2ZE9znWz7WjTPCD2Rgnf,2022,honest_candidate,honest_candidate,1.0,1.0,-1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,125.90434027777778,0.0
CT1iZ7MJzm8Riy6MTgVht2PowGetEWrnq1SfmUjKvz8c,2022,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
CUhrGSrSn9Ub8xBobqb4QK6fB6we77dELV9mMQzaY3ne,2022,honest_candidate,honest_candidate,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,12.954976851851852,0.0
9mXZ54YnJJRmUN2MaMEtWCfFyoncP4ZhKz7U9DZ4JY2X,2022,honest_candidate,honest_candidate,-1.0,-1.0,-35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,8.0,0.5333333333333333,13.927210648148149,0.0
4Kth6x628rFHGoYCGgXcLnVqLkmBJJmQVX1uWDivZrJD,2022,honest_candidate,honest_candidate,-1.0,1.0,-1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,62.51931712962963,0.0
de1QJkP1qDCk5JYCCXCeq27bQQUdCaiv7xVKFrhPSzF,2022,honest_candidate,honest_candidate,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
6FLsSkF4AqQeDuqEmGPyBZvVebc4WWWntnZP2QZyBzG8,2022,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.5,13.259722222222223,0.0
EcFyPDjqpnyMvh1LhACtC6rrCZ41DMez7RZYocjhmUVS,2022,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
A5UevXJdphkzXhRtTXj8JyoYYrWnkCLHVS986JHtRLyj,2022,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,5.0,0.4166666666666667,2.4844444444444442,0.0
FYfQ9uaRaYvRiaEGUmct45F9WKam3BYXArTrotnTNFXF,2022,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.46153846153846156,10.043368055555556,0.0
4wBxVumKnzxNstAeraVuLAdRXKNShm4UQjqdYDF7bhWA,2022,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,0.47058823529411764,179.50575231481483,0.0
aWXP3vpT9MhFWDoMEYG5ssYG72dZN5Cb8cLWDLLThpB,2022,hard_rug,hard_rug,-1.0,1.0,-1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,14.0,7.0,0.5,19.398611111111112,0.0
EwdR9wYjMNNzDQEvjibCEwtetUVnACL2WCLbuQ1AVr4e,2022,hard_rug,hard_rug,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
5fFUeBJnjPK18PLnF7KBWPu29BjEjLgQgvwhZ83Gkmdu,2022,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,9.0,0.5,24.18130787037037,0.0
CobcsUrt3p91FwvULYKorQejgsm5HoQdv5T8RUZ6PnLA,2022,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
8E5W9PMhnEvdvM2Q9XBLMJW7UsFiieXnRHPj8zhtB23h,2022,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
8BobtXuP8hD69rZTLZiubSEbmQWpbmaJwyoayzQYyxs3,2022,hard_rug,hard_rug,-1.0,1.0,-1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
AZci9R148CU6hfnnE8ffm2K5mkxagbnTAZNQF5fLbvHb,2022,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
4vXidyArpT8fyQTmfXfMNHitj5ay1Fjcnbw9fJLL2zBa,2022,hard_rug,hard_rug,1.0,0.7027295584056907,-1.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
DiGmvTPHBzuADgBPrzt29simEuPKSYFMSmBZYdFdddyb,2022,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
6Ec1kR3iFZoGfwHQc2g9o3hvrEXYosTbdsyhMEMQMzUt,2023,honest_candidate,honest_candidate,-1.0,-1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,0.6129032258064516,0.17337962962962963,0.0
FrLvQuxj4tWxsksfGhFGMzxnypToiZ4tL7KAp3vdqF6p,2023,honest_candidate,honest_candidate,-1.0,-1.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,0.6206896551724138,1.7307523148148147,0.0
7puG5H5Mc6QpvaXjAVLr6GnL5hhUMnpLcUm8G3mEsgHQ,2023,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
SFRg7WA3LjaM78ubDYe1mM4DPkYHGasHqyAc8XCV4b9,2023,honest_candidate,honest_candidate,-1.0,-1.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,0.6428571428571429,22.11541666666667,0.0
4F2yutcbkabE5MJoDvrDLa5U2re5HPABSCVKA7vqrKcH,2023,honest_candidate,honest_candidate,-1.0,1.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
HeipZWUCiAWWpWubTYskQy6EUU7vF7Xm81SG8Rm669sP,2023,honest_candidate,honest_candidate,-1.0,1.0,-1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
FKPDxQGuuempGEwwwZKrN3BvD4RSAt6qdBrzwTXciEZu,2023,honest_candidate,honest_candidate,-1.0,1.0,-59.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
4ExL9pJ9gqeQ6XWqEBkRnrooXDbj1XP7Yb9sP6AKJjMu,2023,honest_candidate,honest_candidate,-1.0,0.9996230487935942,-57.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
3GYJNJqvBw5ZDwXR3FUM9Ypah9wnuPAjJkz2QJqq2hpd,2023,honest_candidate,honest_candidate,-1.0,1.0,-26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
Bx1CTbx6M98GpkU3LWDnAzjwBynACK9X9uPnUVRCXpZN,2023,honest_candidate,honest_candidate,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
A9aqscgw7TzSL6xRoQXFg58xPP9cuiPNp1fT1qco9QR7,2023,honest_candidate,honest_candidate,-1.0,1.0,-31.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
7VUUicqKYFVmewg1U4w4e9K4FoEYdTcYyxYCPhRNf5Qy,2023,honest_candidate,honest_candidate,-1.0,1.0,-58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
G7Kb79ojSgAc3K9zUn7sh6ex1tX1mfGrLJfJ3FPZACSv,2023,honest_candidate,honest_candidate,-1.0,-1.0,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
2JDSu687MdZgBGDCorHkHDit3oVQhfH7uuhEDoRfNorX,2023,honest_candidate,honest_candidate,-1.0,-1.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.6538461538461539,7.776724537037037,0.0
7LZLkdxisoHRSTWNDzBWYiFMzPPRJKzrUYHzem5jLGXX,2023,honest_candidate,honest_candidate,-1.0,-1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
FBCczEei1aiqTfCFx8xkoSoSVTfa4SEJ6hWhumRG4sDX,2023,hard_rug,hard_rug,-1.0,-1.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,0.5263157894736842,111.2665625,0.0
73chyRjxMVjGkdh7vtHRHV4qksbFnBbHhZtiUDBc4Wx3,2023,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
FkGxfo4M5NWQ9xCm6NBLz1shB1mXQT7oDeUrxBSt2ev9,2023,hard_rug,hard_rug,1.0470801127612472e-13,1.0,-1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
4KbzSz2VF1LCvEaw8viq1335VgWzNjMd8rwQMsCkKHip,2023,hard_rug,hard_rug,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
spwvhovbrSaKeeo8FPDma5b24A2krvXyFozeC7wVkuS,2023,hard_rug,hard_rug,-1.0,1.0,113.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,0.5714285714285714,10.191979166666666,0.0
BuTUtNMP7qLP9bHezGmKA29wXhQfyC2g8mVBtqmWhswN,2023,hard_rug,hard_rug,-1.0,1.0,-24.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,23.0,14.0,0.6086956521739131,25.333587962962962,0.0
G2GaEsA8ncjzmpDYMC9NuXzTz1USHnTDWmRyokKbzEka,2023,hard_rug,hard_rug,-1.0,-1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,0.64,33.04179398148148,0.0
BcQ7SzbsEm2Hw9JC9cv8MSEHG8JZ6LQouJuYkbHqy5np,2023,hard_rug,hard_rug,-1.0,-1.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,0.6296296296296297,14.64886574074074,0.0
Hq4jqgMgvfH7e9axYHTVBKvDXa8WGBnq54m1W7EHehXj,2023,hard_rug,hard_rug,-1.0,1.0,-57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,0.55,10.599340277777777,0.0
47mGo8x18zZqz99S9KdaTH6a6H4WH1wwLPZYULG4r6XH,2023,hard_rug,hard_rug,-1.0,1.0,-48.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,0.5909090909090909,93.90729166666667,0.0
7gtzMg2Y14egjjWUPh8AoDvP8fRiL8ByfK63f5We3yug,2023,hard_rug,hard_rug,-1.0,1.0,-11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,0.6,0.8103356481481482,0.0
EjjgXW7cyhztXdnSsQMimrM2jrCRvZQKMqYKcHLk1avZ,2023,hard_rug,hard_rug,-1.0,1.0,-18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,0.625,133.84386574074074,0.0
HEhX2wxFoXBCAdftYas9ZxRs245r8M14EgufboH7hcd3,2023,hard_rug,hard_rug,-1.0,-1.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
8XUTstViEpLfhxaA88A6oWKraHm8V444bnSq6hm79vYh,2023,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
FsPncBfeDV3Uv9g6yyx1NnKidvUeCaAiT2NtBAPy17xg,2023,hard_rug,hard_rug,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0
